Collector,Year,Month,Location,Site,SiteID,SiteGrp,Depth,Transect,Transect_ID,T. length,Branching Coral,Rubble,Rock,Sand,Sponge,Plate coral,CCA,Turf Algae,Macro Algae,Branching Coral Avg,Rubble Avg,Rock Avg,Sand Avg,Sponge Avg,Plate coral Avg,CCA Avg,Turf Algae Avg,Macro Algae Avg
Mat,2021,Nov,L2,S3,L2S3,B,D1,1,Mat2021NovL2S3L2S3BD1,50,42,0,0,0,2,0,10,36,10,44.83333333,3,0,1.166666667,0.166666667,0.166666667,9.833333333,25.66666667,15.16666667
Mat,2021,Nov,L2,S3,L2S3,B,D2,1,Mat2021NovL2S3L2S3BD2,50,68,8,2,0,0,0,6,10,6,45.66666667,13,0.5,7.333333333,1.833333333,0,11.83333333,15.5,4.333333333
Mat,2021,Dec,L2,S1,L2S1,C,D1,1,Mat2021DecL2S1L2S1CD1,50,54,0,0,0,0,0,2,34,10,43.66666667,0.166666667,0,0,0,0,6.5,34,15.66666667
Mat,2021,Dec,L2,S1,L2S1,C,D2,1,Mat2021DecL2S1L2S1CD2,50,64,12,0,0,0,0,8,14,2,68,9,0,2,0,0.166666667,6.166666667,13.66666667,1
Mat,2021,Dec,L2,S2,L2S2,C,D1,1,Mat2021DecL2S2L2S2CD1,50,50,0,0,0,0,0,14,28,8,46,0.333333333,0,0.166666667,0.166666667,0.166666667,9.5,33.16666667,10.5
Mat,2021,Dec,L2,S2,L2S2,C,D2,1,Mat2021DecL2S2L2S2CD2,50,34,22,0,12,4,0,10,14,4,51.33333333,12.83333333,0.166666667,9.166666667,0.666666667,0,10.16666667,11.16666667,4.5
Mat,2021,Dec,L2,S3,L2S3,B,D1,1,Mat2021DecL2S3L2S3BD1,50,50,2,0,0,0,0,14,14,20,44.83333333,3,0,1.166666667,0.166666667,0.166666667,9.833333333,25.66666667,15.16666667
Mat,2021,Dec,L2,S3,L2S3,B,D2,1,Mat2021DecL2S3L2S3BD2,50,28,22,0,14,6,0,12,16,2,45.66666667,13,0.5,7.333333333,1.833333333,0,11.83333333,15.5,4.333333333
Mat,2021,Jan,L2,S1,L2S1,C,D1,1,Mat2021JanL2S1L2S1CD1,50,32,2,0,0,0,0,4,40,22,43.66666667,0.166666667,0,0,0,0,6.5,34,15.66666667
Mat,2021,Jan,L2,S1,L2S1,C,D2,1,Mat2021JanL2S1L2S1CD2,50,32,0,0,0,2,0,24,34,8,68,9,0,2,0,0.166666667,6.166666667,13.66666667,1
Mat,2021,Jan,L2,S2,L2S2,C,D1,1,Mat2021JanL2S2L2S2CD1,50,38,44,0,2,0,0,6,10,0,46,0.333333333,0,0.166666667,0.166666667,0.166666667,9.5,33.16666667,10.5
Mat,2021,Jan,L2,S2,L2S2,C,D2,1,Mat2021JanL2S2L2S2CD2,50,32,58,0,0,0,0,4,6,0,51.33333333,12.83333333,0.166666667,9.166666667,0.666666667,0,10.16666667,11.16666667,4.5
Mat,2021,Jan,L2,S3,L2S3,B,D1,1,Mat2021JanL2S3L2S3BD1,50,62,26,0,0,0,0,2,10,0,44.83333333,3,0,1.166666667,0.166666667,0.166666667,9.833333333,25.66666667,15.16666667
Mat,2021,Jan,L2,S3,L2S3,B,D2,1,Mat2021JanL2S3L2S3BD2,50,38,44,0,0,0,0,8,2,8,45.66666667,13,0.5,7.333333333,1.833333333,0,11.83333333,15.5,4.333333333
Mat,2021,Feb,L2,S1,L2S1,C,D1,1,Mat2021FebL2S1L2S1CD1,50,66,0,0,0,0,0,0,12,22,43.66666667,0.166666667,0,0,0,0,6.5,34,15.66666667
Mat,2021,Feb,L2,S1,L2S1,C,D2,1,Mat2021FebL2S1L2S1CD2,50,68,10,0,0,0,0,2,20,0,68,9,0,2,0,0.166666667,6.166666667,13.66666667,1
Mat,2021,Feb,L2,S2,L2S2,C,D1,1,Mat2021FebL2S2L2S2CD1,50,44,0,0,0,0,2,12,34,8,46,0.333333333,0,0.166666667,0.166666667,0.166666667,9.5,33.16666667,10.5
Mat,2021,Feb,L2,S2,L2S2,C,D2,1,Mat2021FebL2S2L2S2CD2,50,60,4,0,14,0,0,4,14,4,51.33333333,12.83333333,0.166666667,9.166666667,0.666666667,0,10.16666667,11.16666667,4.5
Mat,2021,Feb,L2,S3,L2S3,B,D1,1,Mat2021FebL2S3L2S3BD1,50,36,4,0,0,0,0,12,26,22,44.83333333,3,0,1.166666667,0.166666667,0.166666667,9.833333333,25.66666667,15.16666667
Mat,2021,Feb,L2,S3,L2S3,B,D2,1,Mat2021FebL2S3L2S3BD2,50,56,8,0,10,4,0,12,8,2,45.66666667,13,0.5,7.333333333,1.833333333,0,11.83333333,15.5,4.333333333
Mat,2021,Mar,L2,S1,L2S1,C,D1,1,Mat2021MarL2S1L2S1CD1,50,44,0,0,0,0,0,12,32,12,43.66666667,0.166666667,0,0,0,0,6.5,34,15.66666667
Mat,2021,Mar,L2,S1,L2S1,C,D2,1,Mat2021MarL2S1L2S1CD2,50,64,4,0,0,0,0,10,22,0,68,9,0,2,0,0.166666667,6.166666667,13.66666667,1
Mat,2021,Mar,L2,S2,L2S2,C,D1,1,Mat2021MarL2S2L2S2CD1,50,46,0,0,0,0,0,6,36,12,46,0.333333333,0,0.166666667,0.166666667,0.166666667,9.5,33.16666667,10.5
Mat,2021,Mar,L2,S2,L2S2,C,D2,1,Mat2021MarL2S2L2S2CD2,50,52,8,0,8,2,0,10,14,6,51.33333333,12.83333333,0.166666667,9.166666667,0.666666667,0,10.16666667,11.16666667,4.5
Mat,2021,Mar,L2,S3,L2S3,B,D1,1,Mat2021MarL2S3L2S3BD1,50,46,0,0,0,0,0,10,24,20,44.83333333,3,0,1.166666667,0.166666667,0.166666667,9.833333333,25.66666667,15.16666667
Mat,2021,Mar,L2,S3,L2S3,B,D2,1,Mat2021MarL2S3L2S3BD2,50,48,4,0,4,2,0,10,30,2,45.66666667,13,0.5,7.333333333,1.833333333,0,11.83333333,15.5,4.333333333
Mat,2021,Apr,L2,S1,L2S1,C,D1,1,Mat2021AprL2S1L2S1CD1,50,44,0,0,0,0,0,16,34,6,43.66666667,0.166666667,0,0,0,0,6.5,34,15.66666667
Mat,2021,Apr,L2,S1,L2S1,C,D2,1,Mat2021AprL2S1L2S1CD2,50,70,0,0,0,0,0,18,10,2,68,9,0,2,0,0.166666667,6.166666667,13.66666667,1
Mat,2021,Apr,L2,S2,L2S2,C,D1,1,Mat2021AprL2S2L2S2CD1,50,44,0,0,0,0,0,6,26,24,46,0.333333333,0,0.166666667,0.166666667,0.166666667,9.5,33.16666667,10.5
Mat,2021,Apr,L2,S2,L2S2,C,D2,1,Mat2021AprL2S2L2S2CD2,50,56,2,0,4,2,0,20,8,8,51.33333333,12.83333333,0.166666667,9.166666667,0.666666667,0,10.16666667,11.16666667,4.5
Mat,2021,Apr,L2,S3,L2S3,B,D1,1,Mat2021AprL2S3L2S3BD1,50,44,0,0,2,0,0,14,24,16,44.83333333,3,0,1.166666667,0.166666667,0.166666667,9.833333333,25.66666667,15.16666667
Mat,2021,Apr,L2,S3,L2S3,B,D2,1,Mat2021AprL2S3L2S3BD2,50,40,4,0,8,0,0,22,22,4,45.66666667,13,0.5,7.333333333,1.833333333,0,11.83333333,15.5,4.333333333
Mat,2021,May,L2,S1,L2S1,C,D1,1,Mat2021MayL2S1L2S1CD1,50,42,0,0,0,0,0,12,36,10,43.66666667,0.166666667,0,0,0,0,6.5,34,15.66666667
Mat,2021,May,L2,S1,L2S1,C,D2,1,Mat2021MayL2S1L2S1CD2,50,68,4,0,0,0,0,8,16,4,68,9,0,2,0,0.166666667,6.166666667,13.66666667,1
Mat,2021,May,L2,S2,L2S2,C,D1,1,Mat2021MayL2S2L2S2CD1,50,54,0,0,0,0,0,10,30,6,46,0.333333333,0,0.166666667,0.166666667,0.166666667,9.5,33.16666667,10.5
Mat,2021,May,L2,S2,L2S2,C,D2,1,Mat2021MayL2S2L2S2CD2,50,60,2,0,2,0,0,16,14,6,51.33333333,12.83333333,0.166666667,9.166666667,0.666666667,0,10.16666667,11.16666667,4.5
Mat,2021,May,L2,S3,L2S3,B,D1,1,Mat2021MayL2S3L2S3BD1,50,48,0,0,0,0,2,6,40,4,44.83333333,3,0,1.166666667,0.166666667,0.166666667,9.833333333,25.66666667,15.16666667
Mat,2021,May,L2,S3,L2S3,B,D2,1,Mat2021MayL2S3L2S3BD2,50,52,6,0,0,2,0,20,14,6,45.66666667,13,0.5,7.333333333,1.833333333,0,11.83333333,15.5,4.333333333
Mat,2021,Mar,L3,S1,L3S1,A,D1,1,Mat2021MarL3S1L3S1AD1,50,0,6,4,12,0,0,0,0,78,1.333333333,2.166666667,0.5,13.33333333,0,0,1,0.666666667,81
Mat,2021,Mar,L3,S1,L3S1,A,D2,1,Mat2021MarL3S1L3S1AD2,50,4,10,0,18,2,0,22,0,44,29,5.833333333,1.166666667,23.16666667,1.166666667,0,12,7.833333333,19.83333333
Mat,2021,Mar,L3,S2,L3S2,C,D1,1,Mat2021MarL3S2L3S2CD1,50,32,0,0,0,0,0,48,0,20,32.16666667,0.166666667,0.333333333,0,1.833333333,0.333333333,35.66666667,21,8.5
Mat,2021,Mar,L3,S2,L3S2,C,D2,1,Mat2021MarL3S2L3S2CD2,50,72,10,0,0,0,0,16,0,2,51,10.83333333,0.166666667,0,0.666666667,0.5,23,12.5,1.333333333
Mat,2021,Mar,L3,S3,L3S3,C,D1,1,Mat2021MarL3S3L3S3CD1,50,52,8,0,0,0,2,28,0,10,48,0.666666667,0.166666667,0,0.666666667,0.166666667,28.33333333,17.16666667,4.833333333
Mat,2021,Mar,L3,S3,L3S3,C,D2,1,Mat2021MarL3S3L3S3CD2,50,56,24,0,0,0,0,20,0,0,64,9.166666667,1.166666667,0,0,0,20.5,4.666666667,0.5
Mat,2021,Apr,L3,S1,L3S1,A,D1,1,Mat2021AprL3S1L3S1AD1,50,0,2,2,32,0,0,0,0,64,1.333333333,2.166666667,0.5,13.33333333,0,0,1,0.666666667,81
Mat,2021,Apr,L3,S1,L3S1,A,D2,1,Mat2021AprL3S1L3S1AD2,50,32,10,14,32,4,0,6,0,2,29,5.833333333,1.166666667,23.16666667,1.166666667,0,12,7.833333333,19.83333333
Mat,2021,Apr,L3,S2,L3S2,C,D1,1,Mat2021AprL3S2L3S2CD1,50,30,0,0,0,10,2,58,0,0,32.16666667,0.166666667,0.333333333,0,1.833333333,0.333333333,35.66666667,21,8.5
Mat,2021,Apr,L3,S2,L3S2,C,D2,1,Mat2021AprL3S2L3S2CD2,50,30,18,0,0,4,0,26,22,0,51,10.83333333,0.166666667,0,0.666666667,0.5,23,12.5,1.333333333
Mat,2021,Apr,L3,S3,L3S3,C,D1,1,Mat2021AprL3S3L3S3CD1,50,60,0,0,0,6,0,16,18,0,48,0.666666667,0.166666667,0,0.666666667,0.166666667,28.33333333,17.16666667,4.833333333
Mat,2021,Apr,L3,S3,L3S3,C,D2,1,Mat2021AprL3S3L3S3CD2,50,74,4,0,0,0,0,22,0,0,64,9.166666667,1.166666667,0,0,0,20.5,4.666666667,0.5
Mat,2021,May,L3,S1,L3S1,A,D1,1,Mat2021MayL3S1L3S1AD1,50,2,2,0,30,0,0,0,2,64,1.333333333,2.166666667,0.5,13.33333333,0,0,1,0.666666667,81
Mat,2021,May,L3,S1,L3S1,A,D2,1,Mat2021MayL3S1L3S1AD2,50,54,8,0,6,6,0,20,6,0,29,5.833333333,1.166666667,23.16666667,1.166666667,0,12,7.833333333,19.83333333
Mat,2021,May,L3,S2,L3S2,C,D1,1,Mat2021MayL3S2L3S2CD1,50,42,0,2,0,12,2,32,10,0,32.16666667,0.166666667,0.333333333,0,1.833333333,0.333333333,35.66666667,21,8.5
Mat,2021,May,L3,S2,L3S2,C,D2,1,Mat2021MayL3S2L3S2CD2,50,52,14,0,0,4,2,14,14,0,51,10.83333333,0.166666667,0,0.666666667,0.5,23,12.5,1.333333333
Mat,2021,May,L3,S3,L3S3,C,D1,1,Mat2021MayL3S3L3S3CD1,50,52,0,0,0,2,0,24,22,0,48,0.666666667,0.166666667,0,0.666666667,0.166666667,28.33333333,17.16666667,4.833333333
Mat,2021,May,L3,S3,L3S3,C,D2,1,Mat2021MayL3S3L3S3CD2,50,64,18,2,0,0,0,14,2,0,64,9.166666667,1.166666667,0,0,0,20.5,4.666666667,0.5
Mat,2021,Jun,L3,S1,L3S1,A,D1,1,Mat2021JunL3S1L3S1AD1,50,0,0,0,12,0,0,4,0,84,1.333333333,2.166666667,0.5,13.33333333,0,0,1,0.666666667,81
Mat,2021,Jun,L3,S1,L3S1,A,D2,1,Mat2021JunL3S1L3S1AD2,50,6,16,0,32,0,0,4,0,42,29,5.833333333,1.166666667,23.16666667,1.166666667,0,12,7.833333333,19.83333333
Mat,2021,Jun,L3,S2,L3S2,C,D1,1,Mat2021JunL3S2L3S2CD1,50,24,0,0,0,0,0,48,18,10,32.16666667,0.166666667,0.333333333,0,1.833333333,0.333333333,35.66666667,21,8.5
Mat,2021,Jun,L3,S2,L3S2,C,D2,1,Mat2021JunL3S2L3S2CD2,50,56,10,0,0,0,0,26,6,2,51,10.83333333,0.166666667,0,0.666666667,0.5,23,12.5,1.333333333
Mat,2021,Jun,L3,S3,L3S3,C,D1,1,Mat2021JunL3S3L3S3CD1,50,38,0,2,0,0,0,36,22,2,48,0.666666667,0.166666667,0,0.666666667,0.166666667,28.33333333,17.16666667,4.833333333
Mat,2021,Jun,L3,S3,L3S3,C,D2,1,Mat2021JunL3S3L3S3CD2,50,58,20,0,0,0,0,16,6,0,64,9.166666667,1.166666667,0,0,0,20.5,4.666666667,0.5
Mat,2021,Jul,L3,S1,L3S1,A,D1,1,Mat2021JulL3S1L3S1AD1,50,4,6,0,10,0,0,0,2,78,1.333333333,2.166666667,0.5,13.33333333,0,0,1,0.666666667,81
Mat,2021,Jul,L3,S1,L3S1,A,D2,1,Mat2021JulL3S1L3S1AD2,50,38,0,0,16,0,0,22,12,12,29,5.833333333,1.166666667,23.16666667,1.166666667,0,12,7.833333333,19.83333333
Mat,2021,Jul,L3,S2,L3S2,C,D1,1,Mat2021JulL3S2L3S2CD1,50,46,0,0,0,0,0,26,24,4,32.16666667,0.166666667,0.333333333,0,1.833333333,0.333333333,35.66666667,21,8.5
Mat,2021,Jul,L3,S2,L3S2,C,D2,1,Mat2021JulL3S2L3S2CD2,50,48,2,0,0,0,2,28,18,2,51,10.83333333,0.166666667,0,0.666666667,0.5,23,12.5,1.333333333
Mat,2021,Jul,L3,S3,L3S3,C,D1,1,Mat2021JulL3S3L3S3CD1,50,56,0,0,0,0,0,18,24,2,48,0.666666667,0.166666667,0,0.666666667,0.166666667,28.33333333,17.16666667,4.833333333
Mat,2021,Jul,L3,S3,L3S3,C,D2,1,Mat2021JulL3S3L3S3CD2,50,62,4,0,0,0,0,24,10,0,64,9.166666667,1.166666667,0,0,0,20.5,4.666666667,0.5
Mat,2021,Aug,L3,S1,L3S1,A,D1,1,Mat2021AugL3S1L3S1AD1,50,0,0,0,16,0,0,0,0,84,1.333333333,2.166666667,0.5,13.33333333,0,0,1,0.666666667,81
Mat,2021,Aug,L3,S1,L3S1,A,D2,1,Mat2021AugL3S1L3S1AD2,50,34,8,0,36,0,0,8,2,12,29,5.833333333,1.166666667,23.16666667,1.166666667,0,12,7.833333333,19.83333333
Mat,2021,Aug,L3,S2,L3S2,C,D1,1,Mat2021AugL3S2L3S2CD1,50,28,0,0,0,0,0,28,34,10,32.16666667,0.166666667,0.333333333,0,1.833333333,0.333333333,35.66666667,21,8.5
Mat,2021,Aug,L3,S2,L3S2,C,D2,1,Mat2021AugL3S2L3S2CD2,50,56,12,0,0,0,0,22,10,0,51,10.83333333,0.166666667,0,0.666666667,0.5,23,12.5,1.333333333
Mat,2021,Aug,L3,S3,L3S3,C,D1,1,Mat2021AugL3S3L3S3CD1,50,44,0,0,0,0,0,30,16,10,48,0.666666667,0.166666667,0,0.666666667,0.166666667,28.33333333,17.16666667,4.833333333
Mat,2021,Aug,L3,S3,L3S3,C,D2,1,Mat2021AugL3S3L3S3CD2,50,58,16,2,0,0,0,20,4,0,64,9.166666667,1.166666667,0,0,0,20.5,4.666666667,0.5
Mat,2021,Sep,L3,S1,L3S1,A,D1,1,Mat2021SepL3S1L3S1AD1,50,6,0,0,12,0,0,2,0,80,1.333333333,2.166666667,0.5,13.33333333,0,0,1,0.666666667,81
Mat,2021,Sep,L3,S1,L3S1,A,D2,1,Mat2021SepL3S1L3S1AD2,50,38,0,0,12,0,0,20,22,8,29,5.833333333,1.166666667,23.16666667,1.166666667,0,12,7.833333333,19.83333333
Mat,2021,Sep,L3,S2,L3S2,C,D1,1,Mat2021SepL3S2L3S2CD1,50,42,0,2,0,0,0,24,26,6,32.16666667,0.166666667,0.333333333,0,1.833333333,0.333333333,35.66666667,21,8.5
Mat,2021,Sep,L3,S2,L3S2,C,D2,1,Mat2021SepL3S2L3S2CD2,50,62,6,2,0,0,0,12,14,4,51,10.83333333,0.166666667,0,0.666666667,0.5,23,12.5,1.333333333
Mat,2021,Sep,L3,S3,L3S3,C,D1,1,Mat2021SepL3S3L3S3CD1,50,50,0,0,0,0,0,28,18,4,48,0.666666667,0.166666667,0,0.666666667,0.166666667,28.33333333,17.16666667,4.833333333
Mat,2021,Sep,L3,S3,L3S3,C,D2,1,Mat2021SepL3S3L3S3CD2,50,70,10,4,0,0,0,16,0,0,64,9.166666667,1.166666667,0,0,0,20.5,4.666666667,0.5
Mat,2021,Oct,L3,S1,L3S1,A,D1,1,Mat2021OctL3S1L3S1AD1,50,0,0,0,8,0,0,0,0,92,1.333333333,2.166666667,0.5,13.33333333,0,0,1,0.666666667,81
Mat,2021,Oct,L3,S1,L3S1,A,D2,1,Mat2021OctL3S1L3S1AD2,50,8,4,0,28,0,0,0,0,60,29,5.833333333,1.166666667,23.16666667,1.166666667,0,12,7.833333333,19.83333333
Mat,2021,Oct,L3,S2,L3S2,C,D1,1,Mat2021OctL3S2L3S2CD1,50,28,0,0,0,0,0,26,34,12,32.16666667,0.166666667,0.333333333,0,1.833333333,0.333333333,35.66666667,21,8.5
Mat,2021,Oct,L3,S2,L3S2,C,D2,1,Mat2021OctL3S2L3S2CD2,50,52,16,0,0,0,0,16,14,2,51,10.83333333,0.166666667,0,0.666666667,0.5,23,12.5,1.333333333
Mat,2021,Oct,L3,S3,L3S3,C,D1,1,Mat2021OctL3S3L3S3CD1,50,48,0,0,0,0,0,28,18,6,48,0.666666667,0.166666667,0,0.666666667,0.166666667,28.33333333,17.16666667,4.833333333
Mat,2021,Oct,L3,S3,L3S3,C,D2,1,Mat2021OctL3S3L3S3CD2,50,70,6,6,0,0,0,14,4,0,64,9.166666667,1.166666667,0,0,0,20.5,4.666666667,0.5
Mat,2021,Nov,L3,S1,L3S1,A,D1,1,Mat2021NovL3S1L3S1AD1,50,0,0,0,10,0,0,2,0,88,1.333333333,2.166666667,0.5,13.33333333,0,0,1,0.666666667,81
Mat,2021,Nov,L3,S1,L3S1,A,D2,1,Mat2021NovL3S1L3S1AD2,50,30,4,0,24,0,0,12,10,20,29,5.833333333,1.166666667,23.16666667,1.166666667,0,12,7.833333333,19.83333333
Mat,2021,Nov,L3,S2,L3S2,C,D1,1,Mat2021NovL3S2L3S2CD1,50,34,0,0,0,0,0,28,32,6,32.16666667,0.166666667,0.333333333,0,1.833333333,0.333333333,35.66666667,21,8.5
Mat,2021,Nov,L3,S2,L3S2,C,D2,1,Mat2021NovL3S2L3S2CD2,50,44,22,0,0,0,0,24,8,2,51,10.83333333,0.166666667,0,0.666666667,0.5,23,12.5,1.333333333
Mat,2021,Nov,L3,S3,L3S3,C,D1,1,Mat2021NovL3S3L3S3CD1,50,52,0,0,0,0,0,28,14,6,48,0.666666667,0.166666667,0,0.666666667,0.166666667,28.33333333,17.16666667,4.833333333
Mat,2021,Nov,L3,S3,L3S3,C,D2,1,Mat2021NovL3S3L3S3CD2,50,58,2,0,0,0,0,28,10,2,64,9.166666667,1.166666667,0,0,0,20.5,4.666666667,0.5
Mat,2021,Dec,L3,S1,L3S1,A,D1,1,Mat2021DecL3S1L3S1AD1,50,4,4,0,6,0,0,2,4,80,1.333333333,2.166666667,0.5,13.33333333,0,0,1,0.666666667,81
Mat,2021,Dec,L3,S1,L3S1,A,D2,1,Mat2021DecL3S1L3S1AD2,50,44,2,0,24,0,0,12,12,6,29,5.833333333,1.166666667,23.16666667,1.166666667,0,12,7.833333333,19.83333333
Mat,2021,Dec,L3,S2,L3S2,C,D1,1,Mat2021DecL3S2L3S2CD1,50,46,0,0,0,0,0,14,32,8,32.16666667,0.166666667,0.333333333,0,1.833333333,0.333333333,35.66666667,21,8.5
Mat,2021,Dec,L3,S2,L3S2,C,D2,1,Mat2021DecL3S2L3S2CD2,50,56,2,0,0,0,0,26,14,2,51,10.83333333,0.166666667,0,0.666666667,0.5,23,12.5,1.333333333
Mat,2021,Dec,L3,S3,L3S3,C,D1,1,Mat2021DecL3S3L3S3CD1,50,38,0,0,0,0,0,32,24,6,48,0.666666667,0.166666667,0,0.666666667,0.166666667,28.33333333,17.16666667,4.833333333
Mat,2021,Dec,L3,S3,L3S3,C,D2,1,Mat2021DecL3S3L3S3CD2,50,68,0,0,0,0,0,22,10,0,64,9.166666667,1.166666667,0,0,0,20.5,4.666666667,0.5
Mat,2022,Jan,L3,S1,L3S1,A,D1,1,Mat2022JanL3S1L3S1AD1,50,0,6,0,0,0,0,2,0,92,1.333333333,2.166666667,0.5,13.33333333,0,0,1,0.666666667,81
Mat,2022,Jan,L3,S1,L3S1,A,D2,1,Mat2022JanL3S1L3S1AD2,50,18,0,0,0,0,0,58,12,12,29,5.833333333,1.166666667,23.16666667,1.166666667,0,12,7.833333333,19.83333333
Mat,2022,Jan,L3,S2,L3S2,C,D1,1,Mat2022JanL3S2L3S2CD1,50,16,26,0,48,2,0,4,4,0,32.16666667,0.166666667,0.333333333,0,1.833333333,0.333333333,35.66666667,21,8.5
Mat,2022,Jan,L3,S2,L3S2,C,D2,1,Mat2022JanL3S2L3S2CD2,50,32,4,0,42,0,0,4,18,0,51,10.83333333,0.166666667,0,0.666666667,0.5,23,12.5,1.333333333
Mat,2022,Jan,L3,S3,L3S3,C,D1,1,Mat2022JanL3S3L3S3CD1,50,42,8,0,28,2,0,10,10,0,48,0.666666667,0.166666667,0,0.666666667,0.166666667,28.33333333,17.16666667,4.833333333
Mat,2022,Jan,L3,S3,L3S3,C,D2,1,Mat2022JanL3S3L3S3CD2,50,34,4,0,0,0,2,46,14,0,64,9.166666667,1.166666667,0,0,0,20.5,4.666666667,0.5
Mat,2022,Feb,L3,S1,L3S1,A,D1,1,Mat2022FebL3S1L3S1AD1,50,0,0,0,12,0,0,0,0,88,1.333333333,2.166666667,0.5,13.33333333,0,0,1,0.666666667,81
Mat,2022,Feb,L3,S1,L3S1,A,D2,1,Mat2022FebL3S1L3S1AD2,50,18,0,0,22,0,0,8,20,32,29,5.833333333,1.166666667,23.16666667,1.166666667,0,12,7.833333333,19.83333333
Mat,2022,Feb,L3,S2,L3S2,C,D1,1,Mat2022FebL3S2L3S2CD1,50,16,2,0,0,0,0,38,30,14,32.16666667,0.166666667,0.333333333,0,1.833333333,0.333333333,35.66666667,21,8.5
Mat,2022,Feb,L3,S2,L3S2,C,D2,1,Mat2022FebL3S2L3S2CD2,50,50,14,0,0,0,0,20,16,0,51,10.83333333,0.166666667,0,0.666666667,0.5,23,12.5,1.333333333
Mat,2022,Feb,L3,S3,L3S3,C,D1,1,Mat2022FebL3S3L3S3CD1,50,48,0,0,0,0,0,30,16,6,48,0.666666667,0.166666667,0,0.666666667,0.166666667,28.33333333,17.16666667,4.833333333
Mat,2022,Feb,L3,S3,L3S3,C,D2,1,Mat2022FebL3S3L3S3CD2,50,74,6,0,0,0,0,8,8,4,64,9.166666667,1.166666667,0,0,0,20.5,4.666666667,0.5